,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1490,9.6,0.062294473,4,35,0,2,Grocery Store,486.034
1491,19.2,0.022914478,3,16,0,1,Supermarket Type1,2380.235
1492,18.6,0.152058281,2,23,0,2,Supermarket Type1,201.0716
1493,7.105,0.044991294,1,11,1,0,Supermarket Type2,651.8182
1494,4.92,0.046214971,4,13,0,1,Supermarket Type1,3968.168
1495,11.0,0.13312044,4,16,0,1,Supermarket Type1,4187.2162
1496,7.68,0.255348289,1,22,0,0,Grocery Store,170.4448
1497,13.15,0.036879539,3,13,0,1,Supermarket Type1,3078.6592
1498,7.52,0.044202545,3,11,1,0,Supermarket Type2,4394.28
1499,8.895,0.137858955,3,21,1,2,Supermarket Type1,2577.9776
1500,4.805,0.037668051,2,33,2,0,Supermarket Type1,2628.5784
1501,17.1,0.224837308,2,35,0,2,Grocery Store,222.3772
1502,7.785,0.089069748,1,11,1,0,Supermarket Type2,1707.777
1503,8.975,0.053027398,1,13,0,1,Supermarket Type1,1278.336
1504,6.235,0.118099673,4,35,1,0,Supermarket Type3,5522.811
1505,9.3,0.0,3,13,0,1,Supermarket Type1,4013.4424
1506,10.895,0.137023446,4,21,1,2,Supermarket Type1,7646.0472
1507,15.0,0.026950104,4,11,1,0,Supermarket Type2,1768.3648
1508,12.15,0.0,4,11,1,0,Supermarket Type2,5626.01
1509,16.7,0.119362812,3,33,2,0,Supermarket Type1,3078.6592
1510,15.1,0.067350054,4,11,1,0,Supermarket Type2,3874.956
1511,8.02,0.0,3,33,2,0,Supermarket Type1,1713.7692
1512,19.35,0.049712775,1,21,1,2,Supermarket Type1,1492.7236
1513,20.7,0.122208091,2,13,0,1,Supermarket Type1,4006.7844
1514,16.85,0.138742518,3,35,1,0,Supermarket Type3,3368.948
1515,4.59,0.070780558,2,23,0,2,Supermarket Type1,1245.046
1516,18.1,0.037492325,2,22,0,0,Grocery Store,95.2094
1517,12.85,0.053527105,3,21,1,2,Supermarket Type1,2388.8904
1518,16.75,0.076164013,1,13,0,1,Supermarket Type1,575.2512
1519,14.85,0.009995002,3,13,0,1,Supermarket Type1,3755.112
1520,8.235,0.08259502,3,18,0,1,Supermarket Type1,1182.4608
1521,6.425,0.063122753,2,33,2,0,Supermarket Type1,262.3252
1522,6.59,0.105597316,1,23,0,2,Supermarket Type1,1342.2528
1523,12.6,0.021863506,4,35,1,0,Supermarket Type3,5478.2024
1524,12.6,0.063800266,2,35,1,0,Supermarket Type3,4629.9732
1525,6.36,0.006012413,3,13,0,1,Supermarket Type1,1644.526
1526,17.35,0.063207198,1,13,0,1,Supermarket Type1,1258.362
1527,8.6,0.069809115,1,13,0,1,Supermarket Type1,729.7168
1528,17.7,0.011660463,2,11,1,0,Supermarket Type2,2220.443
1529,7.6,0.142410775,3,23,0,2,Supermarket Type1,3749.7856
1530,19.6,0.024226902,1,23,0,2,Supermarket Type1,236.359
1531,13.0,0.082440705,1,35,1,0,Supermarket Type3,2043.3402
1532,9.3,0.066918731,3,18,0,1,Supermarket Type1,1641.8628
1533,20.2,0.074390007,1,18,0,1,Supermarket Type1,1943.4702
1534,11.35,0.005530516,3,23,0,2,Supermarket Type1,4923.591
1535,16.5,0.028579565,1,13,0,1,Supermarket Type1,2554.0088
1536,17.1,0.038705317,3,33,2,0,Supermarket Type1,2320.9788
1537,4.88,0.0,1,16,0,1,Supermarket Type1,808.947
1538,10.195,0.108004532,3,13,0,1,Supermarket Type1,1330.2684
1539,12.8,0.023626808,4,11,1,0,Supermarket Type2,2475.4444
1540,12.1,0.070660449,3,35,0,2,Grocery Store,716.4008
1541,8.05,0.078719835,4,11,1,0,Supermarket Type2,3091.9752
1542,20.6,0.046208155,3,11,1,0,Supermarket Type2,1605.9096
1543,6.32,0.012769753,1,11,1,0,Supermarket Type2,78.5644
1544,5.465,0.048486801,2,33,2,0,Supermarket Type1,3410.2276
1545,18.25,0.132596101,4,22,0,0,Grocery Store,677.1186
1546,14.5,0.128459481,2,21,1,2,Supermarket Type1,2050.664
1547,15.7,0.161317495,1,11,1,0,Supermarket Type2,829.5868
1548,9.6,0.011211251,3,22,0,0,Grocery Store,660.4736
1549,20.7,0.114294512,2,21,1,2,Supermarket Type1,1229.0668
1550,6.055,0.031103357,3,23,0,2,Supermarket Type1,2727.7826
1551,5.655,0.085274988,3,23,0,2,Supermarket Type1,2330.3
1552,6.78,0.066892471,4,11,1,0,Supermarket Type2,1304.968
1553,15.6,0.078764059,4,35,0,2,Grocery Store,483.3708
1554,6.865,0.036042939,4,13,0,1,Supermarket Type1,4153.9262
1555,6.61,0.04855968,4,22,0,0,Grocery Store,187.0898
1556,20.6,0.082602127,2,35,1,0,Supermarket Type3,3877.6192
1557,12.6,0.064240743,2,18,0,1,Supermarket Type1,1462.0968
1558,6.055,0.031230059,3,11,1,0,Supermarket Type2,1765.0358
1559,20.2,0.100114941,4,18,0,1,Supermarket Type1,3554.7062
1560,19.6,0.22417463,3,35,0,2,Grocery Store,167.7816
1561,14.15,0.035943717,1,23,0,2,Supermarket Type1,446.7518
1562,16.5,0.06619442,3,33,2,0,Supermarket Type1,3101.2964
1563,13.3,0.071439051,1,16,0,1,Supermarket Type1,1898.8616
1564,9.195,0.108059141,3,21,1,2,Supermarket Type1,6179.9556
1565,8.895,0.026216144,4,35,1,0,Supermarket Type3,6668.6528
1566,9.0,0.085938463,3,16,0,1,Supermarket Type1,1342.2528
1567,15.7,0.008734284,4,16,0,1,Supermarket Type1,3095.97
1568,18.1,0.049016517,2,21,1,2,Supermarket Type1,2173.1712
1569,10.395,0.111554381,1,35,1,0,Supermarket Type3,1677.816
1570,15.7,0.030672457,4,21,1,2,Supermarket Type1,5285.1204
1571,9.195,0.077995641,2,33,2,0,Supermarket Type1,2804.3496
1572,7.3,0.085715273,3,35,1,0,Supermarket Type3,1773.6912
1573,13.85,0.056432784,4,18,0,1,Supermarket Type1,4660.6
1574,20.2,0.066200667,1,11,1,0,Supermarket Type2,126.502
1575,5.365,0.245542627,3,35,0,2,Grocery Store,171.7764
1576,13.65,0.0127517,1,23,0,2,Supermarket Type1,1603.2464
1577,15.0,0.077949334,4,33,2,0,Supermarket Type1,2133.2232
1578,10.695,0.064022881,1,11,1,0,Supermarket Type2,372.848
1579,18.25,0.182407266,2,35,1,0,Supermarket Type3,1867.569
1580,14.0,0.136328794,1,11,1,0,Supermarket Type2,319.584
1581,6.655,0.016958832,4,23,0,2,Supermarket Type1,4221.172
1582,16.5,0.068125756,2,23,0,2,Supermarket Type1,1031.99
1583,9.6,0.02734361,4,23,0,2,Supermarket Type1,1808.3128
1584,6.55,0.034658144,3,21,1,2,Supermarket Type1,1099.9016
1585,16.25,0.0,1,13,0,1,Supermarket Type1,1102.5648
1586,15.25,0.065841719,3,33,2,0,Supermarket Type1,2696.49
1587,9.695,0.029158763,3,16,0,1,Supermarket Type1,1235.059
1588,20.5,0.063649582,1,35,0,2,Grocery Store,74.5696
1589,16.0,0.05706009,4,23,0,2,Supermarket Type1,4950.8888
1590,15.85,0.11566015,4,22,0,0,Grocery Store,435.4332
1591,12.8,0.075691713,2,35,1,0,Supermarket Type3,2220.443
1592,18.85,0.167844438,4,21,1,2,Supermarket Type1,3110.6176
1593,6.215,0.049722335,4,18,0,1,Supermarket Type1,4514.124
1594,18.85,0.14095631,3,35,1,0,Supermarket Type3,3889.6036
1595,11.8,0.058827557,1,21,1,2,Supermarket Type1,1288.9888
1596,7.325,0.093765794,1,11,1,0,Supermarket Type2,1733.0774
1597,10.5,0.048092816,3,21,1,2,Supermarket Type1,1893.5352
1598,15.7,0.018968743,1,18,0,1,Supermarket Type1,1225.072
1599,20.75,0.024032484,2,35,1,0,Supermarket Type3,2463.46
1600,13.0,0.070444232,1,18,0,1,Supermarket Type1,1043.9744
1601,13.5,0.125469442,4,21,1,2,Supermarket Type1,6574.775
1602,6.865,0.01405025,2,11,1,0,Supermarket Type2,1679.1476
1603,7.785,0.139436695,2,33,2,0,Supermarket Type1,2404.2038
1604,17.7,0.016593506,1,16,0,1,Supermarket Type1,972.068
1605,20.2,0.124261614,1,22,0,0,Grocery Store,277.6386
1606,7.855,0.011261165,4,23,0,2,Supermarket Type1,1904.188
1607,6.36,0.120520818,1,16,0,1,Supermarket Type1,419.454
1608,17.0,0.015965308,4,23,0,2,Supermarket Type1,4809.7392
1609,5.78,0.096386227,3,23,0,2,Supermarket Type1,1787.0072
1610,11.5,0.073029341,4,18,0,1,Supermarket Type1,2656.542
1611,13.6,0.043443753,3,35,1,0,Supermarket Type3,6942.9624
1612,18.2,0.049520593,3,11,1,0,Supermarket Type2,2375.5744
1613,18.25,0.079152918,4,33,2,0,Supermarket Type1,4288.4178
1614,12.6,0.048741487,1,33,2,0,Supermarket Type1,990.7104
1615,8.575,0.071958197,4,21,1,2,Supermarket Type1,3511.4292
1616,18.2,0.162147349,1,11,1,0,Supermarket Type2,549.285
1617,8.115,0.05382735,3,22,0,0,Grocery Store,311.5944
1618,12.65,0.069565759,1,18,0,1,Supermarket Type1,571.2564
1619,17.6,0.056019324,1,35,1,0,Supermarket Type3,419.454
1620,8.775,0.109911272,1,23,0,2,Supermarket Type1,1537.998
1621,5.94,0.029366813,4,16,0,1,Supermarket Type1,3755.112
1622,18.85,0.055347985,2,16,0,1,Supermarket Type1,1581.9408
1623,9.8,0.0,1,33,2,0,Supermarket Type1,657.8104
1624,12.65,0.156926608,4,13,0,1,Supermarket Type1,5528.1374
1625,20.7,0.039405676,3,11,1,0,Supermarket Type2,2267.049
1626,14.65,0.170176516,1,33,2,0,Supermarket Type1,718.3982
1627,6.695,0.033777629,4,35,1,0,Supermarket Type3,7073.4592
1628,15.85,0.057546914,1,11,1,0,Supermarket Type2,491.3604
1629,17.25,0.160095901,1,13,0,1,Supermarket Type1,1052.6298
1630,16.0,0.099832728,1,13,0,1,Supermarket Type1,263.6568
1631,6.32,0.012717946,1,23,0,2,Supermarket Type1,628.5152
1632,6.525,0.090278634,1,16,0,1,Supermarket Type1,1975.4286
1633,6.695,0.0,4,33,2,0,Supermarket Type1,3861.64
1634,14.85,0.009958941,3,18,0,1,Supermarket Type1,2816.334
1635,17.1,0.032678839,3,21,1,2,Supermarket Type1,3131.9232
1636,10.3,0.0,2,33,2,0,Supermarket Type1,4122.6336
1637,19.7,0.077849003,3,33,2,0,Supermarket Type1,3056.022
1638,10.695,0.011443222,1,21,1,2,Supermarket Type1,1478.076
1639,7.285,0.031214809,3,18,0,1,Supermarket Type1,2626.581
1640,17.7,0.051146565,2,11,1,0,Supermarket Type2,3306.3628
1641,18.25,0.015302653,4,21,1,2,Supermarket Type1,793.6336
1642,5.175,0.04937018,2,22,0,0,Grocery Store,211.7244
1643,5.635,0.0,3,21,1,2,Supermarket Type1,1198.44
1644,6.035,0.236433601,3,22,0,0,Grocery Store,153.7998
1645,14.8,0.081372267,4,11,1,0,Supermarket Type2,3057.3536
1646,18.25,0.18329488,2,23,0,2,Supermarket Type1,1537.998
1647,16.1,0.06358934,3,11,1,0,Supermarket Type2,360.8636
1648,16.75,0.060792265,3,11,1,0,Supermarket Type2,513.3318
1649,17.7,0.0,3,23,0,2,Supermarket Type1,4257.1252
1650,8.88,0.098775709,4,21,1,2,Supermarket Type1,7130.718
1651,18.2,0.270300331,1,22,0,0,Grocery Store,109.857
1652,11.15,0.119852889,1,33,2,0,Supermarket Type1,498.0184
1653,20.0,0.034563936,1,13,0,1,Supermarket Type1,490.6946
1654,7.935,0.031710329,4,33,2,0,Supermarket Type1,5522.811
1655,20.1,0.074778547,2,18,0,1,Supermarket Type1,1657.842
1656,13.65,0.013035609,2,16,0,1,Supermarket Type1,3455.502
1657,6.635,0.046277956,1,11,1,0,Supermarket Type2,75.9012
1658,18.25,0.0793795,4,18,0,1,Supermarket Type1,6771.186
1659,11.15,0.073783159,1,13,0,1,Supermarket Type1,988.713
1660,19.5,0.01572192,3,16,0,1,Supermarket Type1,918.804
1661,6.48,0.033952603,3,21,1,2,Supermarket Type1,3399.5748
1662,11.15,0.105220024,2,33,2,0,Supermarket Type1,1142.5128
1663,5.985,0.095715608,2,33,2,0,Supermarket Type1,3560.6984
1664,7.27,0.046822808,2,13,0,1,Supermarket Type1,2759.0752
1665,6.78,0.0,4,21,1,2,Supermarket Type1,3653.9104
1666,9.195,0.04731256,1,11,1,0,Supermarket Type2,512.666
1667,19.5,0.077108099,4,33,2,0,Supermarket Type1,5608.6992
1668,6.59,0.106027474,1,11,1,0,Supermarket Type2,1426.1436
1669,7.51,0.01742908,4,23,0,2,Supermarket Type1,6201.927
1670,13.0,0.073229342,4,35,0,2,Grocery Store,255.0014
1671,15.25,0.157257637,4,35,0,2,Grocery Store,1078.596
1672,8.935,0.039988162,1,35,1,0,Supermarket Type3,1024.6662
1673,12.5,0.081119484,4,16,0,1,Supermarket Type1,1322.2788
1674,17.0,0.052421981,2,11,1,0,Supermarket Type2,1231.73
1675,7.93,0.070791391,1,35,1,0,Supermarket Type3,2007.387
1676,12.65,0.069817659,1,13,0,1,Supermarket Type1,830.9184
1677,12.5,0.109971578,1,16,0,1,Supermarket Type1,577.9144
1678,18.7,0.091950972,3,11,1,0,Supermarket Type2,1277.0044
1679,11.0,0.133145617,4,23,0,2,Supermarket Type1,2203.798
1680,16.7,0.046609281,4,35,0,2,Grocery Store,495.3552
1681,7.35,0.028652919,1,18,0,1,Supermarket Type1,545.2902
1682,10.895,0.136696892,4,33,2,0,Supermarket Type1,5536.7928
1683,17.2,0.012002075,3,33,2,0,Supermarket Type1,990.7104
1684,15.5,0.025513973,1,13,0,1,Supermarket Type1,1474.0812
1685,7.905,0.064194304,4,18,0,1,Supermarket Type1,2055.3246
1686,9.8,0.013920032,1,13,0,1,Supermarket Type1,792.302
1687,11.6,0.079251097,1,11,1,0,Supermarket Type2,649.8208
1688,15.85,0.121043709,1,35,1,0,Supermarket Type3,1078.596
1689,12.6,0.048545853,1,35,1,0,Supermarket Type3,1114.5492
1690,5.825,0.091467933,3,16,0,1,Supermarket Type1,1294.3152
1691,16.35,0.0,4,11,1,0,Supermarket Type2,1384.1982
1692,14.7,0.020916223,2,16,0,1,Supermarket Type1,1869.5664
1693,11.6,0.0,2,16,0,1,Supermarket Type1,992.7078
1694,16.75,0.104768536,3,33,2,0,Supermarket Type1,2972.797
1695,12.5,0.020680499,4,33,2,0,Supermarket Type1,2587.9646
1696,12.6,0.123727659,4,22,0,0,Grocery Store,254.3356
1697,12.35,0.163805509,2,33,2,0,Supermarket Type1,3910.9092
1698,13.35,0.065082452,1,18,0,1,Supermarket Type1,2113.2492
1699,6.63,0.182128363,3,35,0,2,Grocery Store,665.8
1700,20.25,0.01871404,4,35,1,0,Supermarket Type3,7116.0704
1701,18.85,0.159096908,2,35,0,2,Grocery Store,127.8336
1702,6.63,0.103935018,3,33,2,0,Supermarket Type1,5326.4
1703,6.61,0.029129907,4,11,1,0,Supermarket Type2,4677.245
1704,19.6,0.128011859,3,16,0,1,Supermarket Type1,1845.5976
1705,13.6,0.119850541,4,13,0,1,Supermarket Type1,6524.84
1706,9.5,0.073985248,4,35,1,0,Supermarket Type3,3271.7412
1707,19.25,0.027233781,4,13,0,1,Supermarket Type1,982.055
1708,5.73,0.079440262,1,35,0,2,Grocery Store,85.8882
1709,20.0,0.060022526,3,18,0,1,Supermarket Type1,6426.3016
1710,15.2,0.02110482,4,35,1,0,Supermarket Type3,6769.8544
1711,20.75,0.181958524,3,22,0,0,Grocery Store,481.3734
1712,7.235,0.058222587,2,21,1,2,Supermarket Type1,3340.3186
1713,13.5,0.054723717,1,35,1,0,Supermarket Type3,1058.622
1714,6.78,0.066724663,4,21,1,2,Supermarket Type1,1491.392
1715,7.3,0.144167934,3,22,0,0,Grocery Store,886.8456
1716,12.3,0.052458358,4,33,2,0,Supermarket Type1,3795.06
1717,16.85,0.139985583,3,11,1,0,Supermarket Type2,2490.092
1718,14.65,0.099286298,1,21,1,2,Supermarket Type1,563.9326
1719,15.6,0.037680711,2,16,0,1,Supermarket Type1,3129.26
1720,17.35,0.168064909,3,11,1,0,Supermarket Type2,1230.3984
1721,16.0,0.090111173,2,21,1,2,Supermarket Type1,3261.7542
1722,17.0,0.136286138,3,11,1,0,Supermarket Type2,1197.7742
1723,11.5,0.125857678,2,18,0,1,Supermarket Type1,2111.2518
1724,5.695,0.067700925,4,23,0,2,Supermarket Type1,2055.9904
1725,15.2,0.112896669,1,23,0,2,Supermarket Type1,1193.1136
1726,9.1,0.173973652,2,33,2,0,Supermarket Type1,1761.7068
1727,16.85,0.0,3,13,0,1,Supermarket Type1,2636.568
1728,11.15,0.073516952,1,18,0,1,Supermarket Type1,790.9704
1729,17.0,0.119285634,4,33,2,0,Supermarket Type1,2980.1208
1730,7.47,0.153011599,4,13,0,1,Supermarket Type1,3419.5488
1731,20.7,0.04875891,1,23,0,2,Supermarket Type1,834.9132
1732,15.6,0.105276162,3,16,0,1,Supermarket Type1,3779.0808
1733,17.7,0.122123201,2,18,0,1,Supermarket Type1,814.9392
1734,13.0,0.082970667,1,21,1,2,Supermarket Type1,1114.5492
1735,14.0,0.029782937,3,18,0,1,Supermarket Type1,866.8716
1736,18.85,0.067953506,2,23,0,2,Supermarket Type1,2396.88
1737,15.7,0.03722507,3,16,0,1,Supermarket Type1,1999.3974
1738,15.85,0.020487625,1,23,0,2,Supermarket Type1,468.7232
1739,6.175,0.179077475,2,23,0,2,Supermarket Type1,1342.2528
1740,15.2,0.037131628,4,35,0,2,Grocery Store,218.3824
1741,16.0,0.017547958,1,16,0,1,Supermarket Type1,614.5334
1742,13.15,0.093191195,3,13,0,1,Supermarket Type1,1426.1436
1743,16.5,0.079875237,2,18,0,1,Supermarket Type1,1537.998
1744,14.65,0.01125332,1,13,0,1,Supermarket Type1,939.4438
1745,13.5,0.125170423,4,33,2,0,Supermarket Type1,3418.883
1746,10.1,0.032152004,1,21,1,2,Supermarket Type1,404.8064
1747,11.85,0.056033565,1,13,0,1,Supermarket Type1,974.0654
1748,9.285,0.021049215,3,18,0,1,Supermarket Type1,2406.867
1749,12.8,0.023526504,4,16,0,1,Supermarket Type1,5626.01
1750,6.235,0.020229757,4,21,1,2,Supermarket Type1,5956.9126
1751,12.15,0.131445848,4,18,0,1,Supermarket Type1,6404.996
1752,19.6,0.083862625,1,35,0,2,Grocery Store,216.385
1753,12.35,0.18614827,1,21,1,2,Supermarket Type1,1158.492
1754,9.195,0.204713036,2,22,0,0,Grocery Store,202.4032
1755,16.2,0.036057562,4,11,1,0,Supermarket Type2,2342.9502
1756,7.285,0.031327839,3,13,0,1,Supermarket Type1,2976.7918
1757,7.05,0.055558509,4,23,0,2,Supermarket Type1,3131.9232
1758,7.905,0.0,2,35,0,2,Grocery Store,108.5254
1759,14.5,0.063863551,4,23,0,2,Supermarket Type1,4448.2098
1760,13.35,0.0,1,13,0,1,Supermarket Type1,1442.1228
1761,11.5,0.0,2,21,1,2,Supermarket Type1,2841.6344
1762,12.1,0.016852909,3,21,1,2,Supermarket Type1,2876.256
1763,11.8,0.094037241,2,11,1,0,Supermarket Type2,1001.3632
1764,7.05,0.085312137,2,11,1,0,Supermarket Type2,982.7208
1765,19.85,0.053764023,4,35,1,0,Supermarket Type3,3547.3824
1766,18.75,0.010365546,4,23,0,2,Supermarket Type1,3125.931
1767,19.25,0.027135522,4,18,0,1,Supermarket Type1,3142.576
1768,16.2,0.0,2,33,2,0,Supermarket Type1,1398.18
1769,8.31,0.116148596,3,11,1,0,Supermarket Type2,4427.57
1770,13.1,0.075363922,1,13,0,1,Supermarket Type1,1956.1204
1771,13.5,0.021496403,3,23,0,2,Supermarket Type1,3078.6592
1772,11.15,0.085931544,3,23,0,2,Supermarket Type1,1018.674
1773,7.5,0.096806008,1,11,1,0,Supermarket Type2,687.1056
1774,10.5,0.04778563,3,35,1,0,Supermarket Type3,3787.0704
1775,15.6,0.105725004,3,11,1,0,Supermarket Type2,2748.4224
1776,7.05,0.148764535,2,35,0,2,Grocery Store,109.1912
1777,6.78,0.066997921,4,13,0,1,Supermarket Type1,2609.936
1778,16.0,0.040938155,2,16,0,1,Supermarket Type1,4516.7872
1779,13.8,0.014661762,1,35,1,0,Supermarket Type3,2319.6472
1780,10.5,0.048213766,3,11,1,0,Supermarket Type2,3629.2758
1781,17.1,0.032761024,3,11,1,0,Supermarket Type2,2087.9488
1782,7.535,0.0,2,18,0,1,Supermarket Type1,1557.972
1783,15.1,0.025988508,3,16,0,1,Supermarket Type1,2364.9216
1784,15.1,0.026140452,3,13,0,1,Supermarket Type1,4138.6128
1785,10.0,0.025932408,4,11,1,0,Supermarket Type2,3171.8712
1786,20.85,0.098170402,4,13,0,1,Supermarket Type1,2243.746
1787,16.7,0.119439636,3,16,0,1,Supermarket Type1,724.3904
1788,8.315,0.059540542,3,22,0,0,Grocery Store,145.1444
1789,15.6,0.044122209,3,35,0,2,Grocery Store,175.1054
1790,16.75,0.081304829,4,16,0,1,Supermarket Type1,4111.9808
1791,6.15,0.081014461,2,35,0,2,Grocery Store,492.692
1792,12.5,0.006775667,1,21,1,2,Supermarket Type1,1022.6688
1793,6.8,0.03749705,1,23,0,2,Supermarket Type1,194.4136
1794,7.3,0.086060695,3,33,2,0,Supermarket Type1,2808.3444
1795,15.85,0.020519478,1,21,1,2,Supermarket Type1,852.224
1796,12.1,0.061163967,1,16,0,1,Supermarket Type1,828.921
1797,9.195,0.07821891,2,18,0,1,Supermarket Type1,323.5788
1798,7.59,0.14492016,3,33,2,0,Supermarket Type1,2942.836
1799,12.15,0.062235983,1,33,2,0,Supermarket Type1,359.532
1800,19.75,0.030166924,3,22,0,0,Grocery Store,719.064
1801,18.85,0.016104504,2,16,0,1,Supermarket Type1,2360.9268
1802,12.15,0.01544786,4,33,2,0,Supermarket Type1,2735.1064
1803,13.1,0.037574137,3,16,0,1,Supermarket Type1,3677.2134
1804,10.195,0.106876976,3,35,1,0,Supermarket Type3,3842.9976
1805,8.985,0.32111501,2,35,0,2,Grocery Store,199.74
1806,7.895,0.061124626,1,33,2,0,Supermarket Type1,171.7764
1807,9.8,0.127599399,2,35,0,2,Grocery Store,120.5098
1808,16.75,0.029785889,1,21,1,2,Supermarket Type1,628.5152
1809,16.35,0.0,4,16,0,1,Supermarket Type1,2946.165
1810,8.21,0.010762387,3,16,0,1,Supermarket Type1,1789.6704
1811,15.85,0.108206497,1,13,0,1,Supermarket Type1,468.7232
1812,16.2,0.063127333,2,21,1,2,Supermarket Type1,1597.92
1813,17.5,0.02687089,4,23,0,2,Supermarket Type1,3681.874
1814,11.15,0.099681705,2,35,0,2,Grocery Store,317.5866
1815,13.65,0.072898645,4,16,0,1,Supermarket Type1,1977.426
1816,11.35,0.063354531,1,18,0,1,Supermarket Type1,1230.3984
1817,10.8,0.082534287,4,16,0,1,Supermarket Type1,4410.2592
1818,7.47,0.152024355,4,33,2,0,Supermarket Type1,1496.0526
1819,19.85,0.045669236,2,23,0,2,Supermarket Type1,1012.016
1820,8.39,0.024342578,2,13,0,1,Supermarket Type1,2862.94
1821,10.8,0.028988288,4,21,1,2,Supermarket Type1,6692.6216
1822,15.0,0.044908404,2,23,0,2,Supermarket Type1,1404.838
1823,17.35,0.168329848,3,13,0,1,Supermarket Type1,2812.3392
1824,14.1,0.111936685,4,22,0,0,Grocery Store,992.042
1825,19.2,0.005620213,4,13,0,1,Supermarket Type1,5191.2426
1826,15.6,0.117095014,1,21,1,2,Supermarket Type1,1148.505
1827,20.35,0.248301532,2,35,0,2,Grocery Store,245.0144
1828,20.5,0.023274107,3,13,0,1,Supermarket Type1,2909.546
1829,17.85,0.091354948,2,35,0,2,Grocery Store,122.5072
1830,10.6,0.011087128,1,16,0,1,Supermarket Type1,1468.089
1831,15.1,0.099839365,3,16,0,1,Supermarket Type1,1733.7432
1832,7.035,0.021938404,4,11,1,0,Supermarket Type2,5785.802
1833,16.0,0.090480206,3,13,0,1,Supermarket Type1,1985.4156
1834,13.65,0.080640478,4,23,0,2,Supermarket Type1,4175.8976
1835,18.85,0.040338009,4,33,2,0,Supermarket Type1,6615.3888
1836,6.115,0.007043008,4,16,0,1,Supermarket Type1,569.259
1837,8.96,0.069219165,4,11,1,0,Supermarket Type2,2759.0752
1838,19.6,0.039569689,3,16,0,1,Supermarket Type1,2631.2416
1839,9.195,0.180588082,3,22,0,0,Grocery Store,363.5268
1840,8.97,0.09301462,1,23,0,2,Supermarket Type1,1037.3164
1841,12.35,0.274405193,2,22,0,0,Grocery Store,355.5372
1842,9.3,0.066887123,3,21,1,2,Supermarket Type1,3283.7256
1843,17.7,0.042468413,3,16,0,1,Supermarket Type1,1468.089
1844,7.27,0.071188446,2,21,1,2,Supermarket Type1,1138.518
1845,20.7,0.191008614,1,22,0,0,Grocery Store,189.0872
1846,16.1,0.159595473,1,33,2,0,Supermarket Type1,339.558
1847,19.35,0.086905536,1,35,0,2,Grocery Store,314.2576
1848,20.75,0.089186387,4,33,2,0,Supermarket Type1,6006.1818
1849,20.2,0.112321218,2,23,0,2,Supermarket Type1,2988.1104
1850,5.51,0.034668802,2,13,0,1,Supermarket Type1,1761.7068
1851,20.2,0.0,2,13,0,1,Supermarket Type1,3560.6984
1852,14.7,0.072592873,1,11,1,0,Supermarket Type2,874.8612
1853,20.0,0.059889718,3,16,0,1,Supermarket Type1,2874.9244
1854,17.1,0.112402118,2,22,0,0,Grocery Store,113.186
1855,11.5,0.029529474,2,22,0,0,Grocery Store,262.3252
1856,11.15,0.105736638,2,11,1,0,Supermarket Type2,2181.1608
1857,16.2,0.044291251,1,21,1,2,Supermarket Type1,503.3448
1858,16.1,0.100388706,1,21,1,2,Supermarket Type1,1853.5872
1859,7.68,0.070556945,4,35,1,0,Supermarket Type3,7504.2318
1860,15.0,0.054599767,1,11,1,0,Supermarket Type2,644.4944
1861,12.8,0.069560905,4,33,2,0,Supermarket Type1,2885.5772
1862,5.985,0.0,2,16,0,1,Supermarket Type1,1017.3424
1863,19.35,0.021453493,2,16,0,1,Supermarket Type1,2530.7058
1864,16.6,0.016276741,2,11,1,0,Supermarket Type2,1617.894
1865,11.15,0.056656942,2,35,1,0,Supermarket Type3,2328.9684
1866,11.5,0.072994847,4,21,1,2,Supermarket Type1,1328.271
1867,8.88,0.165073642,4,22,0,0,Grocery Store,209.727
1868,11.6,0.017744999,3,23,0,2,Supermarket Type1,1244.3802
1869,9.8,0.047453947,2,13,0,1,Supermarket Type1,1518.024
1870,9.395,0.171422166,2,18,0,1,Supermarket Type1,1685.8056
1871,12.3,0.021860985,4,23,0,2,Supermarket Type1,3078.6592
1872,16.1,0.023577298,4,23,0,2,Supermarket Type1,2866.269
1873,19.1,0.043304681,3,22,0,0,Grocery Store,294.2836
1874,8.43,0.177971115,3,21,1,2,Supermarket Type1,2069.3064
1875,14.5,0.106894492,4,22,0,0,Grocery Store,1046.6376
1876,8.27,0.127927931,3,23,0,2,Supermarket Type1,4442.2176
1877,7.02,0.081623275,3,13,0,1,Supermarket Type1,1930.1542
1878,20.0,0.051596927,2,18,0,1,Supermarket Type1,1780.3492
1879,7.81,0.067592098,4,18,0,1,Supermarket Type1,7086.1094
1880,10.395,0.054670967,3,35,0,2,Grocery Store,316.9208
1881,13.1,0.012089479,4,33,2,0,Supermarket Type1,3415.554
1882,15.2,0.021250528,4,18,0,1,Supermarket Type1,5241.1776
1883,10.8,0.05843345,1,23,0,2,Supermarket Type1,1025.332
1884,12.6,0.05606697,1,16,0,1,Supermarket Type1,473.3838
1885,12.15,0.029569276,2,21,1,2,Supermarket Type1,2912.875
1886,7.42,0.0204332,4,18,0,1,Supermarket Type1,5976.2208
